Name,Ht
Quinn McCafferty,"5' 11"""
Keagan McLaughlin,"6' 2"""
Gabe Monosmith,"6' 0"""
Ethan Nguyen,"6' 4"""
Carson Obrecht,"6' 2"""
Tyler Obrecht,"5' 11"""
Casey Prychak,"5' 11"""
Tyson Romero,"6' 4"""
Jackson Shelburne,"6' 5"""
Blake Stanley,"6' 1"""
Noah Strizek,"5' 10"""
Braden Sweet,"6' 1"""
Kadyn Van Hill,"6' 3"""
Kaden Young,"6' 2"""
Easton Arendt,"6' 0"""
Max Aug,"5' 9"""
Mason Beltrand,"6' 5"""
Alex Berreth,"6' 0"""
Payton Beyer,"6' 3"""
Brayden Deering,NA
Joseph Elwell,"6' 8"""
Tyler Flis,"5' 9"""
Cole Fuecker,"6' 2"""
Jack Funke,"6' 2"""
Theo Giedd,"6' 2"""
Pierce Gritzmaker,"6' 3"""
Josh Gullickson,"6' 3"""
Dylan Harer,"6' 1"""
Josh Hatano,"6' 0"""
Klayton Hawkins,"5' 9"""
Joshua Hawksford,"6' 2"""
Ben Hefel,"6' 1"""
George Henkel,"6' 3"""
Garrett Hietpas,"5' 10"""
Sawyer Hoffman,"6' 1"""
Wesley Johnson,"6' 1"""
Boone Kirst,"6' 4"""
Payton Kohnle,"6' 0"""
Jack Langan,"5' 11"""
Peyton Lee,"6' 0"""
Logan LeTourneau,"6' 4"""
Drew Lingen,"6' 2"""
Sean Menzel,"6' 2"""
Cayden Mueller,"6' 2"""
Jess Ondell,"5' 9"""
Ethan Patterson,"6' 0"""
Max Pederson,"5' 10"""
Andrew Regner,"5' 9"""
Dylan Roher,NA
Jaren Schwantz,"6' 0"""
Boyd Skelley,"6' 1"""
Cole Stanchina,"6' 2"""
Max Strecker,NA
Mason Trocke,"6' 0"""
Christian Varsho,"5' 9"""
Nate Vela,"5' 10"""
Adam Wall,"6' 0"""
Ryland Wall,"6' 3"""
Connor Weed,"6' 0"""
Brian Wrenn,"6' 1"""
Kyle Yu,"6' 2"""
Connor Apligian,"6' 1"""
Aidan Arbaugh,"6' 2"""
Joey Barboza,"5' 11"""
Keegan Batka,"6' 2"""
Adam Berghorst,"6' 7"""
Colton Blankstrom,"6' 1"""
Sam Clay,"5' 9"""
Ian Dixon,"6' 1"""
Wyatt Epple,"6' 1"""
Brayden Flanders,"6' 4"""
Conor Gausselin,"6' 2"""
James Geshel,"6' 4"""
Vincent Hardy,"6' 2"""
Mason Hill,"6' 5"""
Zach Hopman,"5' 11"""
Cody Hultink,"6' 0"""
Chase Kemp,"5' 10"""
Darren Kraft,"6' 1"""
Connor Laskey,"5' 10"""
Travis Liford,"6' 1"""
Carson Lindau,"6' 1"""
Parker Neel,"5' 11"""
Dylan Pawenski,"6' 1"""
Xander Reisbig,"6' 3"""
Coltrane Rubner,"6' 0"""
Ivan Salinas,"5' 9"""
Jack Sielatycki,"6' 4"""
Brandon Skorupski,"5' 9"""
Garrett Swan,"5' 11"""
Michael Tchavdarov,"6' 4"""
Logan Todd,"5' 11"""
Austin VanderMarkt,"5' 9"""
Brendan Alvord,"6' 2"""
Nolan Alvord,"5' 10"""
Owen Avery,"6' 2"""
Collin Bradley,"6' 2"""
Jayden Dentler,"6' 0"""
Ryan Dykstra,"6' 0"""
Caleb Estrada,"6' 1"""
Jovi Gill,"6' 3"""
Will Goebel,"6' 2"""
Brendan Guciardo,"6' 0"""
Jonas Gulbrandsen,"6' 3"""
Ethan Houghtaling,"6' 2"""
Colton King,"6' 3"""
Edward Konow,"6' 0"""
Nick Krstich,"6' 1"""
Nolan Laskey,"6' 4"""
Jack LoConte,"5' 11"""
Cole Mason,"5' 9"""
Mike Morawski,"6' 4"""
Evan Morrison,"5' 11"""
John Passinault,"6' 0"""
Colby Phipps,"6' 1"""
Ty Randall,"6' 3"""
Carter Rohman,"6' 3"""
Emmanuel Scott,"6' 0"""
Ryan Stimac,"5' 11"""
Sebastian Talaga,"6' 0"""
Caden Thelen,"6' 0"""
Al Thorington,"5' 9"""
Tanner Tresemer,"5' 11"""
Ayden VanEnkevort,"6' 1"""
Zach Warren,"5' 10"""
Cole Wilhelmi,"6' 4"""
Drake Ballard,"5' 9"""
Ryan Barmes,"5' 11"""
Brayden Barrett,"5' 10"""
Eric Beck,"6' 0"""
Owen Bendis,"5' 11"""
Jacob Chajet,NA
Josh Damian,"5' 11"""
Kam Earley,"5' 10"""
Paul Feret,"5' 11"""
Jake Graniczny,NA
Aiden Green,"6' 4"""
Joey Guiliano,"6' 0"""
Braylon Holland,"5' 11"""
Ethan Imlach,"5' 11"""
Jax Kalemba,"5' 9"""
Ethan Knopf,"6' 4"""
Doug Loden,"6' 1"""
Nick Mangano,"5' 7"""
Bret Matthys,"6' 3"""
Sawyer Meeuwes,"5' 11"""
Blake Newell,"6' 3"""
Jake Nightingale,"6' 2"""
Cole Olson,"6' 0"""
Conor Pangburn,"6' 3"""
Dan Puplava,"6' 1"""
AJ Reid,"6' 2"""
Jermaine Salcedo,"6' 1"""
Tyler Schultz,"6' 0"""
Mitchell Stanton,"6' 3"""
Owen Walkowiak,"6' 5"""
Brady Wall,"6' 1"""
Owen Winters,"6' 2"""
Jorge Zavala,"6' 2"""
Omar Abuelhija,NA
James Berry,NA
Keagan Bobbitt,NA
Nolan Boettcher,NA
Aiden Brushaber,NA
Sebastian Casillas,NA
Connor Collins,NA
Fabian Cruz,NA
Christian Degroot,NA
Kaden Foran,NA
Jake Glickman,NA
AJ Gliwa,NA
Willie Hall,NA
Conrad Heppler,NA
Cole Hofmann,NA
Jack Hoh,NA
Kyle Jannenga,NA
Jack Kieffer,NA
Jason Kosloski,NA
Harrison Kowalski,NA
Griffin Lamarche,NA
Andrew Lucas,NA
Jojo Mack,NA
Kyle Maslan,NA
Gavin Millard,NA
Quinn O'Bryan,NA
Kekoa Ogawa,NA
Trent Ottaviano,NA
Isaic Sanchez,NA
Kevin Schroer,NA
Sam Skirvin,NA
Dimitri Spatharakis,NA
Kellan Turner,NA
Luke Ulbert,NA
William Zalabak,NA
JJ Arbini,"6' 3"""
Brady Baalaer,NA
Jacob Bardwell,NA
Aaron Bess,NA
Brady Carpenter,"6' 1"""
Austin Cicerone,"6' 1"""
Brendan Conkle,"5' 10"""
Drew Cooper,"6' 0"""
Connor Cornwell,"6' 1"""
Jack Decker,"6' 1"""
Steve Getts,"5' 11"""
Ryan Jarvis,"6' 0"""
Casey Joppie,"6' 0"""
Will Juday,"6' 3"""
Ben Kochany,"6' 3"""
Corbin Larkin,"6' 2"""
Nathan Masar,"5' 11"""
Ryan McCartan,NA
Lucas Mead,"6' 3"""
Chase Miller,NA
Chase Raymond,"6' 3"""
Grant Richardson,"6' 0"""
Ethan Rose,"6' 1"""
Ethan Scheib,"5' 8"""
Jake Shelagowski,"6' 3"""
Buck Snabes,"6' 1"""
Henry Stempky,NA
Mitchell Walters,NA
Daniel Wilcome,"6' 2"""
Zane Wilson,NA
Carter Woody,"5' 10"""
Aidan Arbogast,"6' 4"""
Brady Blakita,"5' 9"""
Rocco Cardinale,"6' 2"""
Jacoby Dale,"6' 1"""
Drew Dawson,"6' 3"""
Will DeMasse,"6' 1"""
Ty Garza,"5' 11"""
Ethan Getting,"6' 2"""
Phoenix Guzzi,NA
Tony Hatzigeorgiou,"5' 11"""
Drew Hill,"5' 11"""
Bennett Hitzelberger,"6' 2"""
Miles Jamieson,"6' 4"""
Robert Klann,"6' 4"""
Evan Langlois,"6' 5"""
Braylon Laroo,"5' 10"""
TJ McAllister,"6' 1"""
Mason McGuire,"6' 0"""
Macio Miller,"6' 3"""
Noah Murciano,"6' 3"""
Gavin Nash,"6' 2"""
Gabe Nazelli,"6' 3"""
Oscar Pace,"5' 11"""
Reagan Paulina,"6' 0"""
Coy Plummer,"6' 2"""
Keegan Pulford-Thorpe,"6' 2"""
Carson Tehan,"6' 0"""
Owen Tuccinardi,"6' 2"""
Logan Van Sicklen,"5' 9"""
Zach Warner,"6' 1"""
Gabe Zeldes,"6' 1"""
Jude Allen,"6' 0"""
Aben Beinlich,"5' 11"""
Owen Brock,"5' 10"""
Charlie Campbell,"6' 7"""
Nate Ciemny,"6' 0"""
Maguire Delagrave,"6' 1"""
Austin Drayna,"6' 0"""
Matt Felske,"6' 0"""
Mateo Fuentes,"6' 0"""
Peter Fusek,"6' 0"""
Noah Gerritson,"6' 5"""
Austin Grube,"6' 1"""
Andrew Halser,"6' 0"""
Nathan Hanel,"6' 3"""
William Hyland,"6' 2"""
Camden Kearney,"6' 1"""
Ryan Klukas,"6' 2"""
Allen Leitner,"6' 3"""
Jackson Lindquist,"6' 0"""
Andrew Mack,"6' 0"""
Ryan McGonegle,"5' 9"""
Sam Mommer,"6' 1"""
Jake Petasek,"6' 0"""
Angel Rades,"5' 8"""
Koto Sato,"5' 11"""
Dylan Sayles,"6' 0"""
Ryan Schissler,"6' 1"""
John St. Clair,"5' 11"""
Carter Storti,"6' 0"""
Parker Swanson,"6' 4"""
Isaiah Terrell,"6' 0"""
Nick Tinajero,"6' 2"""
Keegan Waters,"6' 5"""
Josh Wicker,NA
John Wubben,"5' 10"""
Jacob York,"6' 0"""
Tyler Andrews,"6' 1"""
Tristan Arnold,"6' 1"""
Tyler Bickers,"6' 0"""
Parker Bleck,"6' 4"""
Ben Buehring,"6' 3"""
Tyler Deleskiewicz,"6' 5"""
Logan Dobberstein,"6' 6"""
Zach Dohrmann,"6' 3"""
Aric Ehmke,"6' 1"""
Tristan Ellis,"5' 7"""
Aiden Fishnick,"6' 1"""
John Hadley,"6' 3"""
Justin Hausser,"6' 1"""
Caden Headlee,"6' 2"""
Bradyn Horn,"6' 0"""
Keagon Kaufmann,"6' 0"""
DJ Kojis,"6' 3"""
Camden Kuhnke,"6' 3"""
Teige Lethert,"6' 4"""
Charlie Marion,"5' 11"""
Matthew Mueller,"6' 5"""
Eamonn Mulhern,"6' 7"""
Tom Otto,"6' 2"""
Cade Palkowski,"5' 10"""
Riley Peterson,"6' 0"""
Q Phillips,"6' 0"""
Gabe Roessler,"6' 1"""
Tate Schmidt,"6' 0"""
Logan Schulfer,"6' 1"""
Logan Snow,"6' 6"""
Cole Spitzer,"5' 10"""
Mike Sullivan,"6' 2"""
Gavin Theis,"6' 3"""
Mason Weckler,"6' 0"""
Jake Altman,"5' 11"""
Bobby Bartlett,"6' 1"""
Sam Bond,"5' 10"""
Aaron Boster,"6' 3"""
MJ Castaneda,"5' 10"""
Patrick Danforth,"6' 1"""
Logen Devenport,"6' 0"""
Kaden Echeman,"6' 0"""
Carson French,"6' 1"""
Evan Fry,"6' 1"""
Gerald Hanson,"5' 8"""
Braylen Harlamert,"5' 10"""
Marcus Harrison,"6' 2"""
Griffin Howell,"6' 0"""
Peter Krumins,"6' 0"""
Connor Kurki,"6' 2"""
Conner Linn,"6' 3"""
Aaron Massie,"6' 2"""
Gabe Miranda,"6' 3"""
Mark Nowak,"5' 10"""
Shawn Parnell,"5' 10"""
Jake Paulick,"6' 2"""
Ryan Pehrson,"6' 0"""
Braydon Rogers,"6' 1"""
Brennan Rowe,"6' 0"""
Noah Sackenheim,"6' 1"""
Tyler Shaneyfelt,"5' 7"""
Nolan Sparks,"6' 5"""
Jared Teke,"5' 10"""
Logan Wilson,"5'11"""
Cecil Barone,"6' 4"""
Ben Clark,"5' 10"""
Lucas Day,"6' 0"""
Drew DelCollo,"6' 1"""
Ryan Donley,"6' 4"""
Daniel Duley,"6' 5"""
Jaxson Easterlin,"6' 5"""
Brody Fahnestock,NA
Austin Fisher,"6' 5"""
Grant Garman,"6' 0"""
Ethan Glassman,"6' 1"""
Sam Griffith,"5' 10"""
Carter Hain,"6' 3"""
Boston Halloran,"5' 10"""
Ethan Henry,"6' 0"""
Calan Kujawa,"6' 4"""
Andrew Landis,"6' 1"""
John Lauinger,"6' 0"""
Jack Lux,"5' 9"""
Matt McGann,"6' 0"""
Brandon Nigh,"6' 1"""
Aidan Orr,"5' 11"""
Hunter Pidek,"6' 0"""
Liam Pollock,"5' 10"""
Trent Rice,"5' 11"""
Luke Riggs,"5' 11"""
Stephen Ruhle,"6' 5"""
Aidan Schuck,"5' 10"""
Blake Sehlke,"6' 1"""
Gage Smith,"6' 5"""
Taylor Tomlin,"5' 10"""
Ryan Uhlenhake,"6' 2"""
Tanner Ware,"6' 5"""
Sage Adams,"5' 10"""
Carson Caudill,"6' 3"""
Dylan Chargo,"6' 2"""
Joe Chrapliwy,"6' 2"""
Caden Cornett,"6' 5"""
Zane Danielson,"6' 7"""
Dillon Fischer,"6' 5"""
Sam Garland,"6' 0"""
Tyson Greenwood,"6' 2"""
Kevin Hall,"5' 10"""
Drew Helton,"6' 1"""
Nick Hockemeyer,"5' 8"""
Cam Karczewski,"6' 0"""
Ben Kasparie,"5' 11"""
Sean Kasper,"6' 2"""
Mark Luke,"6' 4"""
Garrett Maish,"5' 8"""
Bryce Martens,"6' 0"""
Leo Mcenulty,"6' 3"""
Jackson Micheels,"6' 9"""
Trent Murphy,"6' 4"""
Theo Nagy,"6' 4"""
Cole Newell,"6' 4"""
Carter Orner,"6' 7"""
Justin Osterhouse,"6' 1"""
Aidan Pearson,"6' 0"""
Brooks Sailors,"6' 1"""
Grant Sawa,"5' 11"""
Augusto Schroeder,"5' 11"""
Colton Shirley,"6' 2"""
Rex Stills,"6' 4"""
Gavin Walters,"6' 2"""
Owen Willard,"6' 0"""
Cam Allen,"6' 3"""
Luke Arnold,"6' 3"""
Braylen Blomquist,"6' 0"""
Carson Clark,"5' 9"""
Will Cook,"6' 6"""
Conlan Daniel,"6' 0"""
Caleb Ehling,"6' 1"""
Patrick Fultz,"6' 0"""
Cam Gilkerson,"6' 3"""
Gus Gregory,"5' 10"""
Mychal Grogan,"6' 4"""
Parker Harrison,"6' 1"""
Warren Hartzell,"6' 0"""
Jarrett Heilman,"6' 2"""
Kyle Kesel,"6' 3"""
Chet Lax,"5' 11"""
Nate Manley,"5' 8"""
Griffen Paige,"6' 2"""
Malachi Paplanus,"6' 1"""
JP Peltier,"6' 3"""
Garrett Peters,"6' 0"""
Brayden Schoetzow,"6' 2"""
Nate Shaw,"6' 0"""
Boston Smith,"5' 10"""
Grant Stratton,"6' 2"""
Dane Thomas,"5' 9"""
Parker Thomas,"6' 3"""
J.J. Thompson,"6' 2"""
Joey Valentine,"6' 3"""
Hunter Warren,"6' 0"""
Max Whitesell,"6' 3"""
Noah Williamson,"5' 11"""
Ben Zink,"6' 0"""
Brandin Anderson,"6' 0"""
Nathan Beckley,"6' 0"""
Phil Brennaman,"6' 1"""
Colin Casteel,"6' 4"""
Garrett Cutting,"6' 0"""
Aidan English,"6' 6"""
Kyle Fossum,"6' 3"""
Brayden Foster,"6' 5"""
Thomas Fowler,"6' 4"""
Braden Gebhardt,"6' 2"""
Jacob Gehring,"6' 1"""
Nic Goodwin,"6' 3"""
Caleb Hadley,"6' 2"""
Tyler Heflin,"6' 0"""
Mark Henderson,"6' 4"""
Jack Johnson,"5' 7"""
Nolan Kubilus,"6' 2"""
Brayden Kuriger,"6' 1"""
Brandon McClain-Banks,"5' 10"""
Brandon Mikos,"6' 4"""
Nick Miscavage,"5' 10"""
Harun Pelja,"6' 5"""
Olindo Pezzone,"6' 3"""
Lane Rhodes,"6' 3"""
Mikey Rodriques,"6' 1"""
Tommy Rover,"5' 8"""
Teddy Ruffner,"5' 10"""
Mitchell Seymour,"6' 0"""
Brady Shannon,"6' 2"""
Jed Stange-Tregear,"5' 11"""
JJ Tylicki,"6' 2"""
Sloan Ulrich,"6' 0"""
Gavin Wilms,"6' 3"""
Jay Wrona,"5' 10"""
Yadiel Agosto,"5' 3"""
Will Austin,"5' 9"""
Jordan Batten,"5' 10"""
Jonah Brower,"6' 0"""
Nick Diaz,"5' 10"""
Diego Espada,"6' 2"""
Benny Fiens,NA
James Germosen,"5' 8"""
Jackson Harless,"6' 0"""
Bryce Hunt,"5' 11"""
Angel Martinez,"5' 10"""
Tyson Mickie,"6' 0"""
Anderson Moreno,"5' 11"""
Sebastian Ortega,"5' 9"""
Grayson Peel,"6' 3"""
Daniel Pepke,"6' 2"""
Collin Quandee,NA
Will Ricketts,"5' 11"""
Colton Roberts,"5' 11"""
Kevin Rodriguez,"5' 10"""
Tomás Rodriguez,"6' 3"""
Matthew Roman,"5' 10"""
Caleb Roofe,"5' 8"""
Andrew Scarberry,"6' 0"""
Zach Allen,NA
Luis Angarita,NA
Max Atchison,NA
Max Castro,NA
Ryder Costa,NA
Aiden Eddy,NA
Aaron Forbes,NA
Alex Harper,NA
Jacob Hurley,NA
Kylian Izaguirre,NA
Brian Kendall,NA
Zack Kendall,NA
Eric Kovach,NA
Jared Layfield,NA
Andrew Leginze,NA
Jose Lojo,NA
Aidan McMurdo,NA
Tristan Milik,NA
Richie Preston,NA
Jhayden Raineri,"6' 1"""
Reese Rinna,NA
Hunter Rose,NA
Otho Savage,"6' 2"""
Sam Schmitt,"6' 0"""
Tyson Shumaker,NA
Jacob Stauffer,NA
Conor Thiele,NA
Jackson Thoma,NA
Joe Wintermute,NA
Ein Wolfe,NA
Preston Branzelle,"6' 1"""
Thomas Chandler,"5' 7"""
Noah Darrington,"5' 9"""
Alex Dayle,"5' 10"""
Thomas Ealey,NA
Jaden Guthrie,"5' 10"""
Andrew Jackson,"5' 6"""
Norman Jackson,"5' 8"""
David Johnson,"5' 7"""
Victor Johnson,"5' 9"""
Charles Jones,"5' 10"""
Gene Ligon,"5' 8"""
Josh Mahan,NA
Matthew May,"5' 11"""
TJ McGowan,"6' 0"""
DeCarlos Nora,"5' 8"""
Hector Rivera,"6' 1"""
Ralph Rivera,NA
Erik Romero,"6' 0"""
Marquis Smith,"6' 4"""
Gavin Stevens,"6' 3"""
Jaquan Tucker,"6' 4"""
Julius Turner,"5' 11"""
Jaron Ward,"6' 2"""
Caden Willis-Sagers,"5' 9"""
Ty Allen,"5' 10"""
Blake Barton,"6' 0"""
Cade Batchelor,"6' 1"""
Logan Brock,"6' 1"""
Zane Brown,"6' 4"""
Pete Daniel,"6' 3"""
Charlie Davis,"5' 10"""
Wyatt Fooks,"6' 0"""
Kaden Galason,"6' 0"""
Krish Gandhi,"6' 0"""
Landon Godsey,"6' 0"""
Cade Granzow,"6' 3"""
Caleb Guisewite,"6' 2"""
Ethan Harden,"6' 0"""
Preston Heben,"6' 0"""
Zach Hernandez,"6' 2"""
Michael Lareau,"6' 3"""
Gardner Lawrence,"6' 0"""
Jake Maddox,"6' 5"""
Trey Maeker,"6' 2"""
Owen Marsh,"6' 4"""
Lake Morris,"5' 11"""
Jack Morrissey,"6' 2"""
Andrew Perry,"6' 0"""
Will Pryor,"6' 2"""
Joe Ruzicka,"6' 3"""
Nolan Sergeant,"5' 10"""
Tucker Smith,"5' 11"""
Dean Spoto,"5' 9"""
Mike Sprockett,"5' 10"""
Jake Timbes,"6' 2"""
Jonathon Van Ness,"6' 2"""
Jordan Zuger,"6' 3"""
Dominic Anselmo,"6' 0"""
Bobby Atkinson,"5' 9"""
Mitch Ball,NA
JD Bogart,"6' 2"""
Mason Breidenbach,"6' 3"""
Mikey Brunetti,"5' 10"""
Reece Clapp,"6' 5"""
Beau Durbin,"5' 11"""
Nick Fleckenstein,"5' 8"""
Wes Gingerich,"5' 10"""
Nick Hainline,NA
Ashton Horchem,"5' 10"""
Jackson Horras,"6' 4"""
Nick Hosie,"6' 1"""
Matthew Kitzman,"6' 4"""
Eli Lehrman,"6' 0"""
Cole Luckey,"6' 3"""
Travis Lutz,"6' 4"""
Brayden Marks,"6' 6"""
Timmy O'Brien,NA
Jake Pemble,"6' 0"""
Drew Politte,"6' 0"""
Isaac Sobieszczyk,"6' 3"""
Jack Stellano,NA
Gavin Thompson,"6' 5"""
CJ Trask,"5' 10"""
Kenton Unruh,"6' 1"""
Ethan Bell,"6' 1"""
Owen Byberg,"6' 0"""
Jack Clevidence,NA
Kenton Deverman,"6' 3"""
Andrew Dusablon,"6' 3"""
Drew Fieger,"6' 3"""
Matt Flaherty,"6' 1"""
Elias Hachem,"6' 8"""
Max Hansmann,"6' 1"""
Cole Iantomasi,"6' 1"""
RJ James,NA
Jacob Jarvis,"6' 3"""
Charlie Longmeier,"5' 8"""
Parker MacCauley,"6' 4"""
Drew McConnell,NA
Kevin McCormick,"6' 1"""
Mason McCue,NA
Jake McGhee,"5' 7"""
Cal McGinnis,"5' 11"""
Aaron Nehls,NA
BJ Peart,"6' 4"""
Kevin Reed,NA
Kellen Roberts,"6' 0"""
Ty Rumsey,"5' 11"""
Sam Sandy,NA
Ryan Seddon,NA
Ben Stuart,"6' 3"""
Harrison Taubert,"6' 1"""
Evan Waggoner,"6' 2"""
Kaleb Wilkey,NA
Jack Wills,NA
Michael Addari,"6' 6"""
Brayden Bakes,"5' 9"""
Nolan Barry,"6' 1"""
Leo Berger,"6' 3"""
Tyrelle Chadwick,"6' 4"""
MacCallan Conklin,"6' 1"""
Daniel Contreras,"5' 11"""
Chris Danko,"6' 0"""
Matthew Donnison,"6' 1"""
Jack Finn,"6' 2"""
Kyle Gibson,"5' 11"""
Thomas Harper,"6' 5"""
Cam Hill,"6' 4"""
Joe Husak,"6' 1"""
Karson Kennedy,"5' 10"""
Eric Machej,"6' 2"""
Graham Mastros,"6' 3"""
Lawson Minshew,"6' 0"""
Carter Monke,"6' 2"""
Judah Morris,"6' 3"""
Josh Outlaw,"6' 0"""
Daniel Pacella,"6' 4"""
Anthony Pardo,"6' 2"""
Tanner Perry,"6' 2"""
Shai Robinson,"6' 1"""
Braden Roesch,"6' 2"""
Tresdon Rybarczyk,"5' 10"""
Toby Schriefer,"6' 3"""
Luke Stulga,"6' 3"""
Ryan Weaver,"6' 2"""
Joey Wilmoth,"6' 1"""
Jack Armstrong,"6' 5"""
Jordan Austin,"5' 11"""
Brady Banker,"5' 11"""
Carter Beck,"5' 11"""
Miguel Cantu,"6' 1"""
Jorge Cartagena,"6' 0"""
Cole Chace,"6' 2"""
John Curl,"6' 3"""
Thomas Emerich,"5' 10"""
Emil Estrella,"6' 1"""
Weston Fulk,"6' 4"""
Nomar Garcia,"6' 1"""
Keegan Garis,"6' 3"""
Eli Gipson,"6' 2"""
Zach Henderson,"5' 7"""
Ryan Karst,"6' 3"""
Zac Laird,"5' 7"""
Wes Lyerly,"5' 11"""
Jeremy Martinez,"5' 11"""
Max McEwen,"6' 2"""
Sean McGurk,"5' 11"""
Gavin Morris,"6' 1"""
Colby Morse,"5' 10"""
Aaron Moss,"5' 10"""
Alex Nevils,"5' 11"""
Andrew Ortiz,"5' 10"""
Cole Pacheco,"6' 4"""
Grant Parson,"6' 5"""
Mason Roell,"6' 2"""
Caden Schrader,"5' 9"""
Carson Seeman,"6' 2"""
Jacob Spencer,"6' 4"""
Breyllin Suriel,"5' 11"""
Nick Sutherlin,"6' 1"""
Jackson Taylor,"5' 11"""
Sebastian Torres,"5' 10"""
Ben Waliczek,"5' 10"""
Carter Bergman,"6' 2"""
Caden Bogenpohl,"6' 6"""
Benito Bonilla,"6' 4"""
Tyler Charlton,"6' 2"""
Logan Dunn,"6' 0"""
Tyler Epstein,"5' 10"""
Garrett Ferguson,"6' 1"""
Logan Fyffe,"6' 0"""
Taeg Gollert,"6' 2"""
Jackson Holmes,"6' 4"""
Max Knight,"6' 3"""
Brant Kragel,"6' 4"""
Sam Maclaughlin,"6' 1"""
Jake McCutcheon,"6' 0"""
Brody McNiel,"6' 4"""
Dylan Robertson,"5' 9"""
Jason Schaaf,"5' 11"""
Owen Slater,"6' 3"""
Gabe Smith,"6' 5"""
Charlie Spoonhour,"5' 11"""
Dalen Stewart,"6' 0"""
Zack Stewart,"6' 2"""
Curry Sutherland,"6' 5"""
Jake Syverson,"5' 11"""
Kaleb Thomas,"6' 0"""
Michael Yusypchuk,"6' 2"""
William Zareh,"6' 0"""
Nico Bermeo,"6' 0"""
Gunnar Bingham,"6' 0"""
Reed Braundmeier,"6' 2"""
Preston Chaudoin,"5' 10"""
Chase Clatur,"6' 2"""
Conner Cunningham,"6' 2"""
Dom Decker,"6' 0"""
Jaxon Diamond,"6' 0"""
Kane Elmy,"6' 2"""
Carson Garner,"6' 1"""
Brady Grabowski,"6' 2"""
Kingsley Guthrie,"5' 11"""
Jonathan Hogart,"6' 1"""
Isaac Huettl,"6' 1"""
Jacob Hustedde,"6' 3"""
Charlie Jury,"6' 0"""
Graham Kelham,"6' 4"""
Derek Lebron,"6' 1"""
Ethan Lyke,"6' 0"""
Jackson McCoy,"6' 3"""
Harper McLendon,"5' 11"""
Dustin Mercer,"6' 2"""
Luke Mistone,"6' 2"""
Reese Oakley,"5' 11"""
Matt Parenteau,"6' 6"""
Parker Patterson,"5' 10"""
Danny Rollins,"5' 9"""
Nic Schutte,"6' 1"""
Isaac Silva,"6' 2"""
David Stokely,"6' 4"""
Dan Tauken,"6' 3"""
Jackson Ugo,"6' 1"""
Will Vierling,"6' 1"""
Jack Wajda,"6' 3"""
Dylan Zentko,"6' 1"""
Jordan Bach,"6' 1"""
Griffin Catto,"6' 1"""
Cole Freeman,"6' 0"""
Sam Frizzi,"6' 1"""
Tanner Gerdes,"6' 1"""
Kaleb Hall,"6' 0"""
Blaine Harpenau,"6' 0"""
Jaxon Holder,"5' 10"""
Al Holguin,"6' 2"""
Jordan Huskey,"5' 10"""
Matt Irvine,"6' 2"""
Meade Johnson,"6' 3"""
Justin Keuss,"5' 8"""
Cole Koonce,"6' 0"""
John Lemm,"6' 3"""
Tate Lewis,"6' 1"""
Cecil Lofton,"6' 0"""
Michael Mylott,"6' 4"""
Cade Nelis,"5' 8"""
Alec Nigut,"6' 2"""
Jackson Payne,"6' 5"""
Dylan Petrey,"5' 10"""
Gabe Petrucelli,"5' 8"""
Michael Quick,"6' 0"""
Grant Richars,"6' 0"""
Matt Schark,"6' 4"""
Mason Schwalbach,"6' 0"""
Matt Simay,"6' 3"""
Tim Simay,"6' 0"""
Kristian Sprawling,"5' 8"""
Tyler Timmerman,"6' 0"""
Gavan Wernsing,"6' 0"""
Andrew Yusypchuk,"6' 3"""
Brandon Bak,"6' 1"""
Bobby Barrera,"6' 0"""
Payton Barton,"6' 2"""
Jackson Bessette,"6' 0"""
DJ Butler,"5' 10"""
Vidal Colon,"5' 10"""
Blake Cowans,"5' 10"""
David Cox,"6' 3"""
Thomas Curry,"5' 11"""
Tommy Egan,"6' 0"""
George Eisenhardt,"6' 5"""
Will Flanigan,"5' 11"""
Vincent Gohlke,"6' 2"""
Zak Gould,"6' 4"""
James Harris,"6' 0"""
Colin Hawkins,"5' 11"""
Christian Holmes,"6' 3"""
Colin Husko,NA
Jake Jakubowski,"5' 10"""
Payten Jibben,"6' 4"""
Parker Johnson,"6' 3"""
Reece Lawler,"6' 2"""
Kendall Lyons,"6' 2"""
Zack Millsap,"6' 0"""
Pambos Nicoloudes,"6' 1"""
Luke Nowak,"5' 10"""
Brady Patterson,"6' 1"""
Dillon Schueler,"6' 2"""
Lucas Smith,"5' 11"""
Jack Snyder,"6' 0"""
AJ Taylor,"5' 11"""
Terrick Thompson-Allen,NA
Michael Vitellaro,"5' 11"""
Austin Amburgey,"5' 11"""
Nick Baffa,"6' 0"""
Spencer Boynton,"6' 2"""
Thomas Cooper,"6' 2"""
Josh Cottrill,"6' 2"""
Kolt Davis,"6' 4"""
Harry Deliyannis,"6' 1"""
Kevin Denty,"6' 1"""
Lucas Foley,"6' 3"""
Hunter Frost,"5' 9"""
Evan Fulhorst,"5' 11"""
Javin Gauthier,"6' 2"""
Connor Giusti,"6' 1"""
Adam Guazzo,"6' 2"""
Christian Hack,"6' 3"""
Bryan Hatch,"6' 3"""
Patrick Ilitch,"6' 1"""
Kaden Kiser,"6' 5"""
Ryan Kruse,"6' 1"""
Michael Kuska,"6' 1"""
